instr,TP,LT,ports
sbb-r64_mem,1.0,None,"(0.6666666666666666,0.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666)"
sbbq-r64_mem,1.0,None,"(0.6666666666666666,0.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666)"
sbb-r8_imd,0.6666666666666666,None,"(0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666)"
sbb-r32_imd,0.6666666666666666,None,"(0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666)"
sbbl-r32_imd,0.6666666666666666,None,"(0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666)"
sbb-r64_imd,0.6666666666666666,None,"(0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666)"
sbbq-r64_imd,0.6666666666666666,None,"(0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666)"
lodsb-,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
lodsw-,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
lodsd-,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
jnbe-LBL,1.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,1.0)"
jnbe-LBL,1.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,1.0)"
std-,1.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333)"
stosd-,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xor-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
xor-r8_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xorb-r8_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xor-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
xor-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
xor-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
xor-imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xor-r32_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xorl-r32_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xor-r64_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xorq-r64_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xor-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
xor-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
xor-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
xor-imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xor-r32_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xorl-r32_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xor-r64_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xorq-r64_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xor-mem_r8,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
xorb-mem_r8,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
xor-r8_r8,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xorb-r8_r8,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xor-mem,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
xor-mem_r32,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
xorl-mem_r32,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
xor-mem_r64,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
xorq-mem_r64,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
xor-,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xor-r32_r32,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xorl-r32_r32,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xor-r64_r64,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xorq-r64_r64,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xor-r8_mem,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
xorb-r8_mem,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
xor-mem,1.0,None,"(0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
xor-r32_mem,1.0,None,"(0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
xorl-r32_mem,1.0,None,"(0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
xor-r64_mem,1.0,None,"(0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
xorq-r64_mem,1.0,None,"(0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
xor-r8_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xorb-r8_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xor-r32_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xorl-r32_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xor-r64_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
xorq-r64_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
sar-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sar-r8_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sarb-r8_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sar-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sar-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sar-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sar-imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sar-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sarl-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sar-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sarq-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sar-mem,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sar-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sarb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sar-mem,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sar-mem,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sar-mem,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sar-,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sar-r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sarl-r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sar-r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sarq-r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sar-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sarb-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sar-r8_r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sarb-r8_r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sar-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sarb-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sar-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sarb-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sar-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sarb-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
sar-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sarb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sar-r32_r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sar-r64_r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
stc-,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
sti-,5.166666666666666,None,"(1.1666666666666665,0.0,1.6666666666666665,0.0,0.0,0.0,5.166666666666666)"
str-mem,1.3333333333333333,None,"(1.3333333333333333,0.0,1.3333333333333333,1.0,1.0,1.0,1.3333333333333333)"
str-,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
str-r32,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
strl-r32,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
str-r64,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
strq-r64,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
stosb-,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
rdmsr-,36.83333333333333,None,"(20.833333333333332,0.0,13.333333333333332,1.0,0.0,0.0,36.83333333333333)"
rep lodsb-,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
lock not-mem,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock not-mem,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock not-mem,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock not-mem,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
idiv-mem,11,None,"(1.6666666666666665,11,2.6666666666666665,1.0,0.0,0.0,0.6666666666666666)"
idiv-r8,11,None,"(1.6666666666666665,11,2.6666666666666665,0.0,0.0,0.0,0.6666666666666666)"
idivb-r8,11,None,"(1.6666666666666665,11,2.6666666666666665,0.0,0.0,0.0,0.6666666666666666)"
idiv-mem,17,None,"(2.1666666666666665,17,2.6666666666666665,1.0,0.0,0.0,1.1666666666666665)"
idiv-mem,36,None,"(17.5,36,9.0,1.0,0.0,0.0,25.5)"
idiv-r32,17,None,"(2.5,17,3.0,0.0,0.0,0.0,1.5)"
idivl-r32,17,None,"(2.5,17,3.0,0.0,0.0,0.0,1.5)"
idiv-r64,36,None,"(17.5,36,9.0,0.0,0.0,0.0,26.5)"
idivq-r64,36,None,"(17.5,36,9.0,0.0,0.0,0.0,26.5)"
repne cmpsb-,2.0,None,"(1.0,0.0,1.0,2.0,0.0,0.0,1.0)"
sets-mem,1.0,None,"(0.5,0.0,0.0,0.0,1.0,1.0,0.5)"
sets-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
setsb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shr-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shr-r8_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shrb-r8_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shr-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shr-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shr-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shr-imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shr-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shrl-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shr-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shrq-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shr-mem,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shr-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shrb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shr-mem,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shr-mem,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shr-mem,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shr-,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shr-r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shrl-r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shr-r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shrq-r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shr-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shrb-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shr-r8_r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shrb-r8_r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shr-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shrb-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shr-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shrb-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shr-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shrb-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shr-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shrb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shr-r32_r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shr-r64_r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shrd-mem_imd,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
shrd-mem_r32_imd,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
shrdl-mem_r32_imd,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
shrd-mem_r64_imd,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
shrdq-mem_r64_imd,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
shrd-imd,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
shrd-r32_r32_imd,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
shrdl-r32_r32_imd,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
shrd-r64_r64_imd,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
shrdq-r64_r64_imd,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
shrd-mem_r8,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
shrdb-mem_r8,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
shrd-mem_r32_r8,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
shrd-mem_r64_r8,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
shrd-r8,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
shrdb-r8,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
shrd-r32_r32_r8,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
shrd-r64_r64_r8,1.3333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
movsd-,1.0,None,"(0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666)"
movsb-,1.0,None,"(0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666)"
movsx-mem,1.0,None,"(0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
movsx-r32_mem,1.0,None,"(0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
movsxl-r32_mem,1.0,None,"(0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
movsx-r64_mem,1.0,None,"(0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
movsxq-r64_mem,1.0,None,"(0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
movsx-r8,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
movsxb-r8,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
movsx-r32_r8,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
movsx-r64_r8,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
movsx-r32_mem,1.0,None,"(0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
movsxl-r32_mem,1.0,None,"(0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
movsx-r64_mem,1.0,None,"(0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
movsxq-r64_mem,1.0,None,"(0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
movsx-r32,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
movsxl-r32,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
movsx-r64,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
movsxq-r64,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
movsw-,1.0,None,"(0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666)"
shl-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shl-r8_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shlb-r8_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shl-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shl-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shl-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shl-imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shl-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shl-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shlq-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shl-mem,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shl-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shlb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shl-mem,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shl-mem,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shl-mem,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shl-,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shl-r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shl-r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shlq-r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shl-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shlb-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shl-r8_r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shlb-r8_r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shl-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shlb-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shl-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shlb-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shl-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shlb-mem_r8,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
shl-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shlb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shl-r32_r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
shl-r64_r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
mov-r64_r8,2.5,None,"(1.5,0.0,1.0,0.0,0.0,0.0,2.5)"
bts-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
bts-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
bts-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
bts-imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
bts-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btsl-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
bts-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btsq-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
bts-mem,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
bts-mem_r32,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
btsl-mem_r32,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
bts-mem_r64,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
btsq-mem_r64,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
bts-,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
bts-r32_r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btsl-r32_r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
bts-r64_r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btsq-r64_r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btr-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
btr-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
btr-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
btr-imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btr-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btrl-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btr-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btrq-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btr-mem,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
btr-mem_r32,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
