instr,TP,LT,ports
sbbl-r32_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0)"
sbb-r64_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0)"
sbbq-r64_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0)"
sbb-r8_imd,0.75,None,"(0.75,0.25,0.0,0.0,0.0,0.25,0.75,0.0)"
sbb-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sbbl-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sbb-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sbbq-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
lodsb-,0.5833333333333333,None,"(0.5833333333333333,0.25,0.5,0.5,0.0,0.5833333333333333,0.5833333333333333,0.0)"
lodsw-,0.5833333333333333,None,"(0.5833333333333333,0.25,0.5,0.5,0.0,0.5833333333333333,0.5833333333333333,0.0)"
lodsd-,0.5,None,"(0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0)"
jnbe-LBL,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
jnbe-LBL,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
std-,1.75,None,"(1.75,1.25,0.0,0.0,0.0,1.25,1.75,0.0)"
stosd-,1.0,None,"(0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,0.3333333333333333)"
xor-mem_imd,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
xor-r8_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xorb-r8_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xor-mem_imd,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
xor-mem_imd,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
xor-mem_imd,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
xor-imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xor-r32_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xorl-r32_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xor-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xorq-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xor-mem_imd,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
xor-mem_imd,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
xor-mem_imd,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
xor-imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xor-r32_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xorl-r32_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xor-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xorq-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xor-mem_r8,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
xorb-mem_r8,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
xor-r8_r8,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xorb-r8_r8,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xor-mem,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
xor-mem_r32,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
xorl-mem_r32,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
xor-mem_r64,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
xorq-mem_r64,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
xor-,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xor-r32_r32,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xorl-r32_r32,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xor-r64_r64,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xorq-r64_r64,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xor-r8_mem,0.5,None,"(0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0)"
xorb-r8_mem,0.5,None,"(0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0)"
xor-mem,0.5,None,"(0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0)"
xor-r32_mem,0.5,None,"(0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0)"
xorl-r32_mem,0.5,None,"(0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0)"
xor-r64_mem,0.5,None,"(0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0)"
xorq-r64_mem,0.5,None,"(0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0)"
xor-r8_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xorb-r8_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xor-r32_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xorl-r32_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xor-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
xorq-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
sar-mem_imd,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
sar-r8_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sarb-r8_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sar-mem_imd,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
sar-mem_imd,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
sar-mem_imd,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
sar-imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sar-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sarl-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sar-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sarq-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sar-mem,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
sar-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sarb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sar-mem,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
sar-mem,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
sar-mem,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
sar-,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sar-r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sarl-r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sar-r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sarq-r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
sar-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
sarb-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
sar-r8_r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
sarb-r8_r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
sar-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
sarb-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
sar-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
sarb-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
sar-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
sarb-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
sar-r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
sarb-r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
sar-r32_r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
sar-r64_r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
stc-,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
sti-,2.3333333333333335,None,"(2.3333333333333335,1.0,0.0,0.0,0.0,0.3333333333333333,2.3333333333333335,0.0)"
str-mem,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
str-,1.0,None,"(1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0)"
str-r32,1.0,None,"(1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0)"
strl-r32,1.0,None,"(1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0)"
str-r64,1.0,None,"(1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0)"
strq-r64,1.0,None,"(1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0)"
stosb-,1.0,None,"(0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,0.3333333333333333)"
rdmsr-,23.5,None,"(23.5,14.5,0.0,0.0,0.0,10.5,19.5,0.0)"
rep lodsb-,4.0,None,"(4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0)"
lock not-mem,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock not-mem,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock not-mem,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock not-mem,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
idiv-mem,2.25,None,"(2.25,2.25,0.5,0.5,0.0,2.25,0.25,0.0)"
idiv-r8,2.8333333333333335,None,"(2.8333333333333335,2.5,0.0,0.0,0.0,2.833333333333333,0.8333333333333333,0.0)"
idivb-r8,2.8333333333333335,None,"(2.8333333333333335,2.5,0.0,0.0,0.0,2.833333333333333,0.8333333333333333,0.0)"
idiv-mem,2.25,None,"(2.25,2.25,0.5,0.5,0.0,2.25,0.25,0.0)"
idiv-mem,2.25,None,"(2.25,2.25,0.5,0.5,0.0,2.25,0.25,0.0)"
idiv-r32,24.25,None,"(24.25,14.75,0.0,0.0,0.0,14.75,12.25,0.0)"
idivl-r32,24.25,None,"(24.25,14.75,0.0,0.0,0.0,14.75,12.25,0.0)"
idiv-r64,24.25,None,"(24.25,14.75,0.0,0.0,0.0,14.75,12.25,0.0)"
idivq-r64,24.25,None,"(24.25,14.75,0.0,0.0,0.0,14.75,12.25,0.0)"
repne cmpsb-,4.5,None,"(4.5,1.0,0.0,0.0,0.0,1.0,4.5,0.0)"
sets-mem,1.0,None,"(0.5,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.5,0.3333333333333333)"
sets-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
setsb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shr-mem_imd,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shr-r8_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shrb-r8_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shr-mem_imd,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shr-mem_imd,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shr-mem_imd,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shr-imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shr-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shrl-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shr-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shrq-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shr-mem,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shr-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shrb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shr-mem,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shr-mem,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shr-mem,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shr-,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shr-r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shrl-r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shr-r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shrq-r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shr-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shrb-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shr-r8_r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
shrb-r8_r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
shr-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shrb-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shr-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shrb-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shr-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shrb-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shr-r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
shrb-r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
shr-r32_r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
shr-r64_r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
shrd-mem_imd,1.0,None,"(0.0,1.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.0,0.3333333333333333)"
shrd-mem_r32_imd,1.0,None,"(0.0,1.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.0,0.3333333333333333)"
shrdl-mem_r32_imd,1.0,None,"(0.0,1.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.0,0.3333333333333333)"
shrd-mem_r64_imd,1.0,None,"(0.0,1.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.0,0.3333333333333333)"
shrdq-mem_r64_imd,1.0,None,"(0.0,1.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.0,0.3333333333333333)"
shrd-imd,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
shrd-r32_r32_imd,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
shrdl-r32_r32_imd,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
shrd-r64_r64_imd,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
shrdq-r64_r64_imd,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
shrd-mem_r8,1.25,None,"(0.75,1.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.75,0.3333333333333333)"
shrdb-mem_r8,1.25,None,"(0.75,1.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.75,0.3333333333333333)"
shrd-mem_r32_r8,1.25,None,"(0.75,1.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.75,0.3333333333333333)"
shrd-mem_r64_r8,1.25,None,"(0.75,1.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.75,0.3333333333333333)"
shrd-r8,1.5,None,"(1.0,1.5,0.0,0.0,0.0,0.5,1.0,0.0)"
shrdb-r8,1.5,None,"(1.0,1.5,0.0,0.0,0.0,0.5,1.0,0.0)"
shrd-r32_r32_r8,1.5,None,"(1.0,1.5,0.0,0.0,0.0,0.5,1.0,0.0)"
shrd-r64_r64_r8,1.5,None,"(1.0,1.5,0.0,0.0,0.0,0.5,1.0,0.0)"
movsd-,1.0,None,"(0.5833333333333333,0.25,1.0,1.0,1.0,0.5833333333333333,0.5833333333333333,0.0)"
movsb-,1.0,None,"(0.5833333333333333,0.25,1.0,1.0,1.0,0.5833333333333333,0.5833333333333333,0.0)"
movsx-mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movsx-r32_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movsxl-r32_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movsx-r64_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movsxq-r64_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movsx-r8,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
movsxb-r8,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
movsx-r32_r8,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
movsx-r64_r8,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
movsx-r32_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movsxl-r32_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movsx-r64_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movsxq-r64_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movsx-r32,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
movsxl-r32,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
movsx-r64,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
movsxq-r64,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
movsw-,1.0,None,"(0.5833333333333333,0.25,1.0,1.0,1.0,0.5833333333333333,0.5833333333333333,0.0)"
shl-mem_imd,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shl-r8_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shlb-r8_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shl-mem_imd,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shl-mem_imd,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shl-mem_imd,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shl-imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shl-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shl-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shlq-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shl-mem,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shl-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shlb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shl-mem,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shl-mem,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shl-mem,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
shl-,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shl-r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shl-r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shlq-r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
shl-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shlb-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shl-r8_r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
shlb-r8_r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
shl-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shlb-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shl-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shlb-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shl-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shlb-mem_r8,1.25,None,"(1.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,1.25,0.3333333333333333)"
shl-r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
shlb-r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
shl-r32_r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
shl-r64_r8,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,1.25,0.0)"
bts-mem_imd,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
bts-mem_imd,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
bts-mem_imd,1.0,None,"(0.5,0.0,0.8333333333333333,0.8333333333333333,1.0,0.0,0.5,0.3333333333333333)"
bts-imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
bts-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
btsl-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
bts-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
btsq-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
bts-mem,2.6666666666666665,None,"(2.6666666666666665,1.5,1.0,1.0,1.0,1.1666666666666665,2.6666666666666665,0.0)"
bts-mem_r32,2.6666666666666665,None,"(2.6666666666666665,1.5,1.0,1.0,1.0,1.1666666666666665,2.6666666666666665,0.0)"
btsl-mem_r32,2.6666666666666665,None,"(2.6666666666666665,1.5,1.0,1.0,1.0,1.1666666666666665,2.6666666666666665,0.0)"
bts-mem_r64,2.083333333333333,None,"(2.083333333333333,1.25,1.0,1.0,1.0,0.5833333333333333,2.083333333333333,0.0)"
btsq-mem_r64,2.083333333333333,None,"(2.083333333333333,1.25,1.0,1.0,1.0,0.5833333333333333,2.083333333333333,0.0)"
bts-,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
bts-r32_r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
