instr,TP,LT,ports
fcom-mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
fxam-,2.0,None,"(0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fprem1-,1.0,None,"(1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fimul-mem,1.0,None,"(1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
fimul-mem,1.0,None,"(1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
fstp-mem,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
fstp-mem,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
fstp-mem,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
fninit-,7.5,None,"(3.0,3.0,0.0,0.0,0.0,7.5,1.5,0.0)"
fiadd-mem,2.0,None,"(0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0)"
fiadd-mem,2.0,None,"(0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0)"
fnop-,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
ficom-mem,2.0,None,"(0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0)"
ficom-mem,2.0,None,"(0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0)"
fldpi-,1.0,None,"(1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fnstsw-mem,1.0,None,"(1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
fnstsw-,1.25,None,"(1.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
fwait-,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0)"
f2xm1-,5.25,None,"(5.25,3.75,0.0,0.0,0.0,0.75,2.25,0.0)"
fprem-,2.25,None,"(2.25,2.25,0.0,0.0,0.0,0.25,0.25,0.0)"
fincstp-,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
ftst-,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fldenv-mem,18.833333333333332,None,"(18.833333333333332,15.833333333333332,4.0,4.0,0.0,12.833333333333332,8.5,0.0)"
fldenv-mem,18.833333333333332,None,"(18.833333333333332,15.833333333333332,4.0,4.0,0.0,12.833333333333332,8.5,0.0)"
fpatan-,31.0,None,"(31.0,13.5,0.0,0.0,0.0,5.5,5.0,0.0)"
fist-mem,1.0,None,"(0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
fist-mem,1.0,None,"(0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
fdivrp-fpu,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fidivr-mem,1.0,None,"(1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
fidivr-mem,1.0,None,"(1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
fsubrp-fpu,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fabs-,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fsin-,10.75,None,"(10.75,5.75,0.0,0.0,0.0,2.75,2.75,0.0)"
fldcw-mem,1.5,None,"(1.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0)"
fmulp-fpu,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fsqrt-,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fdivp-fpu,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fdivr-mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
fdivr-fpu,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fdivr-mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
fdivr-fpu,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fdiv-mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
fdiv-fpu,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fdiv-mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
fdiv-fpu,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fldln2-,1.0,None,"(1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fxch-fpu,5.25,None,"(5.25,2.25,0.0,0.0,0.0,1.25,3.25,0.0)"
fld-mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
fld-mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
fld-mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
fucomp-fpu,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fdecstp-,1.0,None,"(1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fldlg2-,1.0,None,"(1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
fldz-,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
fbstp-mem,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
fucompp-,1.5,None,"(0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0)"
fnstenv-mem,28.833333333333332,None,"(28.833333333333332,18.833333333333332,3.6666666666666665,3.6666666666666665,11.0,17.333333333333332,13.0,3.6666666666666665)"
fnstenv-mem,28.833333333333332,None,"(28.833333333333332,18.833333333333332,3.6666666666666665,3.6666666666666665,11.0,17.333333333333332,13.0,3.6666666666666665)"
fld1-,1.5,None,"(1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
fsincos-,3.5,None,"(2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0)"
fnstcw-mem,1.0,None,"(0.5,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.5,0.3333333333333333)"
fistp-mem,1.0,None,"(0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
fistp-mem,1.0,None,"(0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
fistp-mem,1.0,None,"(0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
punpckhdq-mmx_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
punpckhdq-mmx_mmx,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
movntq-mem_mmx,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
pcmpgtw-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
pcmpgtw-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
pcmpgtb-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
pcmpgtb-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
pcmpgtd-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
pcmpgtd-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
packuswb-mmx_mem,2.0,None,"(0.0,0.0,0.5,0.5,0.0,2.0,0.0,0.0)"
packuswb-mmx_mmx,2.25,None,"(0.25,0.25,0.0,0.0,0.0,2.25,0.25,0.0)"
psubd-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
psubd-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
psadbw-mmx_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
psadbw-mmx_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
paddusw-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
paddusw-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
paddusb-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
paddusb-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
packssdw-mmx_mem,2.0,None,"(0.0,0.0,0.5,0.5,0.0,2.0,0.0,0.0)"
packssdw-mmx_mmx,2.25,None,"(0.25,0.25,0.0,0.0,0.0,2.25,0.25,0.0)"
pmullw-mmx_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
pmullw-mmx_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
pcmpeqw-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
pcmpeqw-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
pcmpeqb-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
pcmpeqb-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
pcmpeqd-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
pcmpeqd-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
punpcklwd-mmx_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
punpcklwd-mmx_mmx,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
paddsw-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
paddsw-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
pxor-mmx_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
pxor-mmx_mmx,0.3333333333333333,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0)"
psubb-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
psubb-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
psubusw-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
psubusw-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
psubw-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
psubw-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
paddw-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
paddw-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
pmaxsw-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
pmaxsw-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
paddd-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
paddd-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
paddb-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
paddb-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
pmulhuw-mmx_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
pmulhuw-mmx_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
por-mmx_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
por-mmx_mmx,0.3333333333333333,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0)"
pslld-mmx_imd,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
pslld-mmx_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
pslld-mmx_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
psllw-mmx_imd,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
psllw-mmx_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
psllw-mmx_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
psllq-mmx_imd,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
psllq-mmx_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
psllq-mmx_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
psubusb-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
psubusb-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
pmovmskb-r32_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
punpckldq-mmx_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
punpckldq-mmx_mmx,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
pandn-mmx_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
pandn-mmx_mmx,0.3333333333333333,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0)"
pmulhw-mmx_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
pmulhw-mmx_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
movq-mmx_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movq-mmx_r64,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
movq-mem_mmx,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
movq-r64_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
movq-mmx_mmx,0.3333333333333333,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0)"
pminsw-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
pminsw-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
pshufw-mmx_mem_imd,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
pshufw-mmx_mmx_imd,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
psrlq-mmx_imd,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
psrlq-mmx_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
psrlq-mmx_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
psrlw-mmx_imd,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
psrlw-mmx_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
psrlw-mmx_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
psrld-mmx_imd,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
psrld-mmx_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
psrld-mmx_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
paddsb-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
paddsb-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
movd-mmx_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movd-mmx_r32,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
movd-mem_mmx,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
movd-r32_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
emms-,12.583333333333332,None,"(9.583333333333332,12.583333333333332,0.0,0.0,0.0,8.583333333333332,0.25,0.0)"
punpckhbw-mmx_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
punpckhbw-mmx_mmx,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
pmaddwd-mmx_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
pmaddwd-mmx_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
pextrw-r32_mmx_imd,1.0,None,"(1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
pand-mmx_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
pand-mmx_mmx,0.3333333333333333,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0)"
pmaxub-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
pmaxub-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
punpckhwd-mmx_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
punpckhwd-mmx_mmx,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
pminub-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
pminub-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
pinsrw-mmx_mem_imd,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
pinsrw-mmx_r32_imd,2.0,None,"(0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0)"
psubsw-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
psubsw-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
pavgw-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
pavgw-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
psubsb-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
psubsb-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
pavgb-mmx_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
pavgb-mmx_mmx,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
maskmovq-mmx_mmx,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
psraw-mmx_imd,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
psraw-mmx_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
psraw-mmx_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
psrad-mmx_imd,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
psrad-mmx_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
psrad-mmx_mmx,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
packsswb-mmx_mem,2.0,None,"(0.0,0.0,0.5,0.5,0.0,2.0,0.0,0.0)"
packsswb-mmx_mmx,2.25,None,"(0.25,0.25,0.0,0.0,0.0,2.25,0.25,0.0)"
punpcklbw-mmx_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
punpcklbw-mmx_mmx,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
repe scasq-,5.416666666666666,None,"(5.416666666666666,3.4166666666666665,0.5,0.5,0.0,3.4166666666666665,4.75,0.0)"
cmpsq-,1.0,None,"(0.8333333333333333,0.5,1.0,1.0,0.0,0.8333333333333333,0.8333333333333333,0.0)"
lodsq-,0.5,None,"(0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0)"
cdqe-,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
rep lodsq-,4.0,None,"(4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0)"
syscall-,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
repne cmpsq-,3.0,None,"(3.0,2.0,0.5,0.5,0.0,2.0,3.0,0.0)"
movsq-,1.0,None,"(0.5833333333333333,0.25,1.0,1.0,1.0,0.5833333333333333,0.5833333333333333,0.0)"
pushfq-,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
rep movsq-,16.0,None,"(11.166666666666666,7.833333333333333,16.0,16.0,16.0,7.166666666666667,6.833333333333334,0.0)"
movsxd-r64_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movsxdq-r64_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movsxd-r64_r32,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
rep stosq-,16.0,None,"(10.833333333333332,7.166666666666666,8.0,8.0,16.0,7.833333333333333,6.166666666666666,0.0)"
swapgs-,1.25,None,"(0.75,1.25,0.0,0.0,0.0,0.25,0.75,0.0)"
scasq-,0.5,None,"(0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0)"
repne scasq-,4.5,None,"(4.5,1.0,0.0,0.0,0.0,1.0,4.5,0.0)"
popfq-,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
stosq-,1.0,None,"(0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,0.3333333333333333)"
cmpxchg16b-mem,5.5,None,"(5.5,1.5,0.8333333333333333,0.8333333333333333,1.0,5.5,3.5,0.3333333333333333)"
cqo-,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
repe cmpsq-,4.5,None,"(4.5,1.0,0.0,0.0,0.0,1.0,4.5,0.0)"
iretq-,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
lock cmpxchg16b-mem,5.5,None,"(5.5,1.5,0.8333333333333333,0.8333333333333333,1.0,5.5,3.5,0.3333333333333333)"
bndmov-,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
bndmov-mem,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
bndmov-mem,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
bndcn-mem,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
bndcn-r64,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
bndcnq-r64,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
bndcu-mem,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
bndcu-r64,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
bndcuq-r64,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
bndstx-mem,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
bndcl-mem,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
bndcl-r64,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
bndclq-r64,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
bndldx-mem,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
bndmk-mem,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
popcnt-mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
popcnt-r32_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
popcntl-r32_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
popcnt-r64_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
popcntq-r64_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
popcnt-,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
popcnt-r32_r32,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
popcntl-r32_r32,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
popcnt-r64_r64,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
popcntq-r64_r64,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
pmovzxbq-xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
pmovzxbq-xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
pmovzxbd-xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
pmovzxbd-xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
pmovsxwd-xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
pmovsxwd-xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
roundpd-xmm_mem_imd,2.0,None,"(0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0)"
roundpd-xmm_xmm_imd,2.0,None,"(0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0)"
roundps-xmm_mem_imd,2.0,None,"(0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0)"
roundps-xmm_xmm_imd,2.0,None,"(0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0)"
pcmpgtq-xmm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
